exam_center,CODE,SUBJECT NAME,REG,SAT,NO-CA,W/HD,CLEAN,PASS,GPA,REG/RANK,NAT/RANK
S5642 UNYIANGA,21,KISWAHILI,29,28,0,0,28,27,3.5357,141/161,3895/4919
S5642 UNYIANGA,22,ENGLISH LANGUAGE,29,28,0,0,28,17,4.2857,118/161,3592/4919
S5642 UNYIANGA,31,PHYSICS,18,18,0,0,18,1,4.9444,147/155,4235/4680
S5642 UNYIANGA,32,CHEMISTRY,18,18,0,0,18,7,4.5556,142/161,4452/4883
S5642 UNYIANGA,33,BIOLOGY,29,28,0,0,28,13,4.2857,103/161,2779/4916
S5642 UNYIANGA,41,BASIC MATHEMATICS,29,28,0,0,28,1,4.9643,154/161,4346/4919
S5624 PILIKANO,11,CIVICS,43,43,0,0,43,34,3.907,79/190,1891/4919
S5624 PILIKANO,12,HISTORY,43,43,0,0,43,24,4.3488,132/190,2537/4896
S5624 PILIKANO,13,GEOGRAPHY,43,43,0,0,43,20,4.4651,135/190,3553/4916
S5624 PILIKANO,21,KISWAHILI,43,43,0,0,43,42,3.2093,115/190,2399/4919
S5624 PILIKANO,22,ENGLISH LANGUAGE,43,43,0,0,43,27,4.186,97/190,3117/4919
S5624 PILIKANO,24,LITERATURE IN ENGLISH,33,33,0,0,33,16,4.4545,68/82,1189/1533
S5624 PILIKANO,31,PHYSICS,15,15,0,0,15,5,4.6667,91/169,2874/4680
S5624 PILIKANO,32,CHEMISTRY,15,15,0,0,15,8,4.4,157/185,4145/4883
S5624 PILIKANO,33,BIOLOGY,43,43,0,0,43,24,4.3256,128/190,2954/4916
S5624 PILIKANO,41,BASIC MATHEMATICS,43,43,0,0,43,2,4.9535,126/190,4197/4919
S5622 ELIZABETH,11,CIVICS,19,19,0,0,19,19,3.3684,64/224,737/4919
S5622 ELIZABETH,12,HISTORY,19,19,0,0,19,18,3.4737,36/224,484/4896
S5622 ELIZABETH,13,GEOGRAPHY,19,19,0,0,19,18,3.5263,44/224,576/4916
S5622 ELIZABETH,14,BIBLE KNOWLEDGE,17,17,0,0,17,17,3.4118,24/41,211/386
S5622 ELIZABETH,21,KISWAHILI,19,19,0,0,19,19,2.4211,17/224,314/4919
S5622 ELIZABETH,22,ENGLISH LANGUAGE,19,19,0,0,19,18,3.1053,49/224,626/4919
S5622 ELIZABETH,31,PHYSICS,13,13,0,0,13,6,4.4615,104/222,2028/4680
S5622 ELIZABETH,32,CHEMISTRY,13,13,0,0,13,13,3.3077,51/224,734/4883
S5622 ELIZABETH,33,BIOLOGY,19,19,0,0,19,17,3.5263,55/224,869/4916
S5622 ELIZABETH,41,BASIC MATHEMATICS,19,19,0,0,19,9,4.1579,40/224,521/4919
S5622 ELIZABETH,61,COMMERCE,6,6,0,0,6,1,4.8333,64/74,718/853
S5622 ELIZABETH,62,BOOK-KEEPING,6,6,0,0,6,3,4.5,44/74,547/843
S5619 UPENDO AMANI,11,CIVICS,8,8,0,0,8,5,4.0,100/235,2298/4919
S5619 UPENDO AMANI,12,HISTORY,8,8,0,0,8,4,4.5,143/235,3352/4896
S5619 UPENDO AMANI,13,GEOGRAPHY,8,8,0,0,8,5,4.375,118/235,3019/4916
S5619 UPENDO AMANI,14,BIBLE KNOWLEDGE,1,1,0,0,1,1,4.0,20/24,298/386
S5619 UPENDO AMANI,21,KISWAHILI,8,8,0,0,8,8,3.125,101/235,1996/4919
S5619 UPENDO AMANI,22,ENGLISH LANGUAGE,8,8,0,0,8,6,3.875,90/235,1842/4919
S5619 UPENDO AMANI,24,LITERATURE IN ENGLISH,7,7,0,0,7,2,4.7143,48/58,1439/1533
S5619 UPENDO AMANI,33,BIOLOGY,8,8,0,0,8,5,4.375,124/235,3192/4916
S5619 UPENDO AMANI,41,BASIC MATHEMATICS,8,8,0,0,8,0,5.0,235/235,4904/4919
S5619 UPENDO AMANI,61,COMMERCE,1,1,0,0,1,1,4.0,15/40,297/853
S5619 UPENDO AMANI,62,BOOK-KEEPING,1,1,0,0,1,1,3.0,7/41,54/843
S5618 ISTIQAMA MKANJUNI,11,CIVICS,20,20,0,0,20,15,3.85,7/44,1696/4919
S5618 ISTIQAMA MKANJUNI,13,GEOGRAPHY,20,20,0,0,20,14,4.0,7/43,1362/4916
S5618 ISTIQAMA MKANJUNI,15,ELIMU YA DINI YA KIISLAMU,20,20,0,0,20,14,4.15,19/44,384/1135
S5618 ISTIQAMA MKANJUNI,21,KISWAHILI,20,20,0,0,20,17,3.45,14/44,3539/4919
S5618 ISTIQAMA MKANJUNI,22,ENGLISH LANGUAGE,20,20,0,0,20,15,3.75,7/44,1493/4919
S5618 ISTIQAMA MKANJUNI,25,ARABIC LANGUAGE,20,20,0,0,20,9,4.3,6/41,122/308
S5618 ISTIQAMA MKANJUNI,31,PHYSICS,20,20,0,0,20,7,4.55,10/43,2413/4680
S5618 ISTIQAMA MKANJUNI,32,CHEMISTRY,20,20,0,0,20,16,3.6,7/44,1511/4883
S5618 ISTIQAMA MKANJUNI,33,BIOLOGY,20,20,0,0,20,20,3.3,5/43,639/4916
S5618 ISTIQAMA MKANJUNI,41,BASIC MATHEMATICS,20,20,0,0,20,8,4.45,7/44,781/4919
S5617 AL-QUWIYYI,11,CIVICS,19,16,0,0,16,14,3.6875,27/88,1238/4919
S5617 AL-QUWIYYI,12,HISTORY,16,14,0,0,14,13,3.7143,14/82,753/4896
S5617 AL-QUWIYYI,13,GEOGRAPHY,19,16,0,0,16,15,3.75,20/87,878/4916
S5617 AL-QUWIYYI,15,ELIMU YA DINI YA KIISLAMU,19,16,0,0,16,13,3.875,34/88,219/1135
S5617 AL-QUWIYYI,21,KISWAHILI,19,16,0,0,16,16,2.8125,13/88,945/4919
S5617 AL-QUWIYYI,22,ENGLISH LANGUAGE,19,16,0,0,16,16,3.125,15/88,647/4919
S5617 AL-QUWIYYI,25,ARABIC LANGUAGE,5,4,0,0,4,3,4.0,28/80,88/308
S5617 AL-QUWIYYI,31,PHYSICS,17,14,0,0,14,8,4.4286,31/84,1898/4680
S5617 AL-QUWIYYI,32,CHEMISTRY,19,16,0,0,16,15,3.625,34/86,1588/4883
S5617 AL-QUWIYYI,33,BIOLOGY,19,16,0,0,16,15,3.75,36/87,1131/4916
S5617 AL-QUWIYYI,41,BASIC MATHEMATICS,19,16,0,0,16,5,4.625,31/88,1197/4919
S5615 CARMEL MOUNT GIRLS',11,CIVICS,17,17,0,0,17,16,3.3529,43/170,721/4919
S5615 CARMEL MOUNT GIRLS',12,HISTORY,17,17,0,0,17,12,4.0,51/170,1271/4896
S5615 CARMEL MOUNT GIRLS',13,GEOGRAPHY,17,17,0,0,17,14,3.8824,45/170,1081/4916
S5615 CARMEL MOUNT GIRLS',21,KISWAHILI,17,17,0,0,17,17,2.6471,34/170,615/4919
S5615 CARMEL MOUNT GIRLS',22,ENGLISH LANGUAGE,17,17,0,0,17,17,2.5294,22/170,266/4919
S5615 CARMEL MOUNT GIRLS',31,PHYSICS,17,17,0,0,17,4,4.7647,120/165,3393/4680
S5615 CARMEL MOUNT GIRLS',32,CHEMISTRY,17,17,0,0,17,12,4.1176,116/170,3319/4883
S5615 CARMEL MOUNT GIRLS',33,BIOLOGY,17,17,0,0,17,17,3.3529,40/170,690/4916
S5615 CARMEL MOUNT GIRLS',41,BASIC MATHEMATICS,17,17,0,0,17,11,4.0588,30/170,453/4919
S5607 EDITH GVORA,11,CIVICS,33,33,0,0,33,21,4.2121,207/224,3236/4919
S5607 EDITH GVORA,12,HISTORY,33,33,0,0,33,8,4.697,206/224,4322/4896
S5607 EDITH GVORA,13,GEOGRAPHY,33,33,0,0,33,9,4.6667,215/224,4442/4916
S5607 EDITH GVORA,21,KISWAHILI,33,33,0,0,33,30,3.4242,181/224,3413/4919
S5607 EDITH GVORA,22,ENGLISH LANGUAGE,33,33,0,0,33,16,4.4242,219/224,4170/4919
S5607 EDITH GVORA,31,PHYSICS,7,7,0,0,7,0,5.0,218/222,4524/4680
S5607 EDITH GVORA,32,CHEMISTRY,23,23,0,0,23,5,4.7391,222/224,4722/4883
S5607 EDITH GVORA,33,BIOLOGY,33,33,0,0,33,7,4.7273,221/224,4634/4916
S5607 EDITH GVORA,34,AGRICULTURAL SCIENCE,25,11,0,0,11,2,4.8182,34/36,200/206
S5607 EDITH GVORA,41,BASIC MATHEMATICS,33,33,0,0,33,1,4.9697,214/224,4422/4919
S5601 DR JOHN CHACHA,11,CIVICS,23,23,0,0,23,23,3.2174,17/198,568/4919
S5601 DR JOHN CHACHA,12,HISTORY,23,23,0,0,23,18,3.6087,19/197,622/4896
S5601 DR JOHN CHACHA,13,GEOGRAPHY,23,23,0,0,23,21,3.3913,15/198,454/4916
S5601 DR JOHN CHACHA,21,KISWAHILI,23,23,0,0,23,23,2.6522,13/198,625/4919
S5601 DR JOHN CHACHA,22,ENGLISH LANGUAGE,23,23,0,0,23,23,2.5217,6/198,260/4919
S5601 DR JOHN CHACHA,31,PHYSICS,18,18,0,0,18,10,4.3889,59/195,1734/4680
S5601 DR JOHN CHACHA,32,CHEMISTRY,23,23,0,0,23,14,4.1304,142/198,3362/4883
S5601 DR JOHN CHACHA,33,BIOLOGY,23,23,0,0,23,23,3.3478,21/198,683/4916
S5601 DR JOHN CHACHA,36,INFORMATION & COMPUTER STUDIES,4,4,0,0,4,3,4.0,7/11,126/165
S5601 DR JOHN CHACHA,41,BASIC MATHEMATICS,23,23,0,0,23,9,4.4348,24/198,763/4919
S5593 ST. MONICA,11,CIVICS,15,15,0,0,15,15,3.2,1/33,550/4919
S5593 ST. MONICA,12,HISTORY,15,15,0,0,15,13,3.7333,1/33,783/4896
S5593 ST. MONICA,13,GEOGRAPHY,15,15,0,0,15,12,3.8667,1/33,1057/4916
S5593 ST. MONICA,21,KISWAHILI,15,15,0,0,15,15,2.9333,1/33,1244/4919
S5593 ST. MONICA,22,ENGLISH LANGUAGE,15,15,0,0,15,15,3.0667,1/33,593/4919
S5593 ST. MONICA,31,PHYSICS,6,6,0,0,6,6,3.5,1/33,203/4680
S5593 ST. MONICA,32,CHEMISTRY,6,6,0,0,6,6,3.0,1/33,315/4883
S5593 ST. MONICA,33,BIOLOGY,15,15,0,0,15,15,3.3333,1/33,671/4916
S5593 ST. MONICA,41,BASIC MATHEMATICS,15,15,0,0,15,6,4.4,2/33,725/4919
S5593 ST. MONICA,61,COMMERCE,3,3,0,0,3,2,4.3333,2/2,428/853
S5593 ST. MONICA,62,BOOK-KEEPING,3,3,0,0,3,3,4.0,1/2,290/843
S5590 MARANGU HILLS,11,CIVICS,43,43,0,0,43,43,2.9767,36/317,320/4919
S5590 MARANGU HILLS,12,HISTORY,43,43,0,0,43,39,3.3953,44/317,417/4896
S5590 MARANGU HILLS,13,GEOGRAPHY,43,43,0,0,43,43,3.0233,23/317,206/4916
S5590 MARANGU HILLS,14,BIBLE KNOWLEDGE,13,13,0,0,13,13,2.3846,6/45,43/386
S5590 MARANGU HILLS,21,KISWAHILI,43,43,0,0,43,43,2.5814,39/317,488/4919
S5590 MARANGU HILLS,22,ENGLISH LANGUAGE,43,43,0,0,43,43,2.7209,43/317,369/4919
S5590 MARANGU HILLS,31,PHYSICS,34,34,0,0,34,29,3.9118,52/316,569/4680
S5590 MARANGU HILLS,32,CHEMISTRY,34,34,0,0,34,34,3.2059,44/317,569/4883
S5590 MARANGU HILLS,33,BIOLOGY,43,43,0,0,43,42,2.8837,33/317,316/4916
S5590 MARANGU HILLS,41,BASIC MATHEMATICS,43,43,0,0,43,32,4.0698,52/317,460/4919
S5590 MARANGU HILLS,61,COMMERCE,5,5,0,0,5,5,3.4,13/93,97/853
S5590 MARANGU HILLS,62,BOOK-KEEPING,5,5,0,0,5,5,3.4,16/93,107/843
S5589 LIVINGSTONE,11,CIVICS,16,16,0,0,16,12,3.875,56/116,1775/4919
S5589 LIVINGSTONE,12,HISTORY,16,16,0,0,16,7,4.3125,52/116,2346/4896
S5589 LIVINGSTONE,13,GEOGRAPHY,16,16,0,0,16,12,3.75,27/116,879/4916
S5589 LIVINGSTONE,21,KISWAHILI,16,16,0,0,16,16,2.8125,41/116,946/4919
S5589 LIVINGSTONE,22,ENGLISH LANGUAGE,16,16,0,0,16,16,3.375,24/116,892/4919
S5589 LIVINGSTONE,24,LITERATURE IN ENGLISH,16,16,0,0,16,8,4.3125,28/37,1040/1533
S5589 LIVINGSTONE,31,PHYSICS,14,14,0,0,14,2,4.8571,96/115,3839/4680
S5589 LIVINGSTONE,32,CHEMISTRY,10,10,0,0,10,8,4.0,74/116,2923/4883
S5589 LIVINGSTONE,33,BIOLOGY,16,16,0,0,16,14,3.625,28/116,967/4916
S5589 LIVINGSTONE,41,BASIC MATHEMATICS,16,16,0,0,16,4,4.6875,35/116,1472/4919
S5588 ALFA NA OMEGA,11,CIVICS,33,33,0,0,33,33,2.7879,16/224,191/4919
S5588 ALFA NA OMEGA,12,HISTORY,33,33,0,0,33,31,3.3636,28/224,385/4896
S5588 ALFA NA OMEGA,13,GEOGRAPHY,33,33,0,0,33,33,3.1818,22/224,297/4916
S5588 ALFA NA OMEGA,21,KISWAHILI,33,33,0,0,33,32,2.7879,53/224,880/4919
S5588 ALFA NA OMEGA,22,ENGLISH LANGUAGE,33,33,0,0,33,33,2.4545,20/224,238/4919
S5588 ALFA NA OMEGA,31,PHYSICS,24,24,0,0,24,11,4.4583,101/222,2018/4680
S5588 ALFA NA OMEGA,32,CHEMISTRY,30,30,0,0,30,26,3.4667,78/224,1108/4883
S5588 ALFA NA OMEGA,33,BIOLOGY,33,33,0,0,33,33,2.8788,21/224,314/4916
S5588 ALFA NA OMEGA,41,BASIC MATHEMATICS,33,33,0,0,33,24,3.697,21/224,285/4919
S5585 MBAGHAI,11,CIVICS,44,43,0,0,43,20,4.4186,172/282,4125/4919
S5585 MBAGHAI,12,HISTORY,44,43,0,0,43,24,4.2093,57/281,1896/4896
S5585 MBAGHAI,13,GEOGRAPHY,44,43,0,0,43,15,4.6512,201/282,4384/4916
S5585 MBAGHAI,21,KISWAHILI,44,43,0,0,43,41,3.3488,104/282,3072/4919
S5585 MBAGHAI,22,ENGLISH LANGUAGE,44,43,0,0,43,26,4.2093,118/282,3239/4919
S5585 MBAGHAI,24,LITERATURE IN ENGLISH,21,21,0,0,21,17,3.8571,17/66,548/1533
S5585 MBAGHAI,32,CHEMISTRY,13,13,0,0,13,1,4.9231,268/274,4848/4883
S5585 MBAGHAI,33,BIOLOGY,44,43,0,0,43,8,4.7907,240/282,4750/4916
S5585 MBAGHAI,41,BASIC MATHEMATICS,44,43,0,0,43,0,5.0,251/282,4734/4919
S5580 MTONI KIDATU,11,CIVICS,152,151,0,0,151,31,4.7815,79/88,4832/4919
S5580 MTONI KIDATU,12,HISTORY,108,106,0,0,106,14,4.8679,61/82,4745/4896
S5580 MTONI KIDATU,13,GEOGRAPHY,152,151,0,0,151,20,4.8609,75/87,4842/4916
S5580 MTONI KIDATU,15,ELIMU YA DINI YA KIISLAMU,152,151,0,0,151,58,4.5298,79/88,817/1135
S5580 MTONI KIDATU,21,KISWAHILI,152,151,0,0,151,109,3.9669,73/88,4760/4919
S5580 MTONI KIDATU,22,ENGLISH LANGUAGE,152,151,0,0,151,49,4.649,74/88,4720/4919
S5580 MTONI KIDATU,25,ARABIC LANGUAGE,113,112,0,0,112,28,4.6696,47/80,187/308
S5580 MTONI KIDATU,31,PHYSICS,65,65,0,0,65,14,4.7692,56/84,3409/4680
S5580 MTONI KIDATU,32,CHEMISTRY,65,65,0,0,65,47,4.1077,57/86,3285/4883
S5580 MTONI KIDATU,33,BIOLOGY,152,151,0,0,151,46,4.6556,74/87,4419/4916
S5580 MTONI KIDATU,41,BASIC MATHEMATICS,152,150,0,0,150,7,4.9533,58/88,4195/4919
S5579 KWARARA,11,CIVICS,196,192,0,0,192,83,4.5052,57/88,4393/4919
S5579 KWARARA,12,HISTORY,167,164,0,0,164,24,4.8537,56/82,4725/4896
S5579 KWARARA,13,GEOGRAPHY,196,193,0,0,193,36,4.7927,62/87,4734/4916
S5579 KWARARA,15,ELIMU YA DINI YA KIISLAMU,196,192,0,0,192,124,4.1198,39/88,352/1135
S5579 KWARARA,21,KISWAHILI,196,193,0,0,193,177,3.4197,43/88,3392/4919
S5579 KWARARA,22,ENGLISH LANGUAGE,196,193,0,0,193,99,4.4197,60/88,4144/4919
S5579 KWARARA,25,ARABIC LANGUAGE,155,150,0,0,150,33,4.7533,55/80,215/308
S5579 KWARARA,31,PHYSICS,44,44,0,0,44,5,4.8864,72/84,3993/4680
S5579 KWARARA,32,CHEMISTRY,49,49,0,0,49,39,3.9796,51/86,2788/4883
S5579 KWARARA,33,BIOLOGY,196,193,0,0,193,68,4.5699,64/87,4106/4916
S5579 KWARARA,41,BASIC MATHEMATICS,196,192,0,0,192,7,4.9583,60/88,4250/4919
S5573 IBUN RUSHDY,11,CIVICS,70,70,0,0,70,70,3.1714,54/299,508/4919
S5573 IBUN RUSHDY,12,HISTORY,70,70,0,0,70,70,3.3286,42/298,360/4896
S5573 IBUN RUSHDY,13,GEOGRAPHY,70,70,0,0,70,65,3.7429,77/299,865/4916
S5573 IBUN RUSHDY,15,ELIMU YA DINI YA KIISLAMU,55,55,0,0,55,55,3.2364,10/138,48/1135
S5573 IBUN RUSHDY,21,KISWAHILI,70,70,0,0,70,70,2.7571,63/299,817/4919
S5573 IBUN RUSHDY,22,ENGLISH LANGUAGE,70,70,0,0,70,69,3.2143,95/299,726/4919
S5573 IBUN RUSHDY,25,ARABIC LANGUAGE,17,17,0,0,17,17,3.5882,16/31,59/308
S5573 IBUN RUSHDY,31,PHYSICS,29,25,0,0,25,6,4.76,243/293,3365/4680
S5573 IBUN RUSHDY,32,CHEMISTRY,29,25,0,0,25,24,3.84,182/293,2364/4883
S5573 IBUN RUSHDY,33,BIOLOGY,70,70,0,0,70,68,3.3857,74/299,727/4916
S5573 IBUN RUSHDY,41,BASIC MATHEMATICS,70,70,0,0,70,22,4.6143,122/299,1152/4919
S5573 IBUN RUSHDY,61,COMMERCE,17,17,0,0,17,15,4.0,49/175,254/853
S5573 IBUN RUSHDY,62,BOOK-KEEPING,17,17,0,0,17,12,4.2353,74/172,384/843
S5572 MOH'D JUMAPINDUA,11,CIVICS,55,55,0,0,55,51,3.7091,5/44,1290/4919
S5572 MOH'D JUMAPINDUA,13,GEOGRAPHY,55,55,0,0,55,49,3.9636,6/43,1251/4916
S5572 MOH'D JUMAPINDUA,15,ELIMU YA DINI YA KIISLAMU,55,55,0,0,55,54,3.3818,3/44,75/1135
S5572 MOH'D JUMAPINDUA,21,KISWAHILI,55,55,0,0,55,54,2.9636,5/44,1342/4919
S5572 MOH'D JUMAPINDUA,22,ENGLISH LANGUAGE,55,55,0,0,55,51,3.6727,6/44,1305/4919
S5572 MOH'D JUMAPINDUA,31,PHYSICS,55,55,0,0,55,39,4.1091,5/43,951/4680
S5572 MOH'D JUMAPINDUA,32,CHEMISTRY,55,55,0,0,55,55,3.0545,3/44,356/4883
S5572 MOH'D JUMAPINDUA,33,BIOLOGY,55,55,0,0,55,54,3.2727,4/43,614/4916
S5572 MOH'D JUMAPINDUA,41,BASIC MATHEMATICS,55,55,0,0,55,39,4.0909,5/44,471/4919
S5568 BEREA,11,CIVICS,18,17,0,0,17,14,3.8235,61/171,1603/4919
S5568 BEREA,12,HISTORY,18,17,0,0,17,5,4.6471,154/171,4110/4896
S5568 BEREA,13,GEOGRAPHY,18,17,0,0,17,11,4.2353,91/171,2275/4916
S5568 BEREA,21,KISWAHILI,18,17,0,0,17,14,3.6471,150/171,4263/4919
S5568 BEREA,22,ENGLISH LANGUAGE,18,17,0,0,17,13,3.9412,73/171,2070/4919
S5568 BEREA,31,PHYSICS,14,13,0,0,13,2,4.7692,129/170,3413/4680
S5568 BEREA,32,CHEMISTRY,18,17,0,0,17,9,4.2353,128/171,3703/4883
S5568 BEREA,33,BIOLOGY,18,17,0,0,17,13,4.0,70/171,1663/4916
S5568 BEREA,41,BASIC MATHEMATICS,18,17,0,0,17,5,4.5294,48/171,913/4919
S5568 BEREA,61,COMMERCE,4,4,0,0,4,0,5.0,22/22,827/853
S5568 BEREA,62,BOOK-KEEPING,4,4,0,0,4,1,4.75,15/22,677/843
S5563 WILLEY ACADEMY,11,CIVICS,16,16,0,0,16,11,4.25,47/88,3426/4919
S5563 WILLEY ACADEMY,13,GEOGRAPHY,16,16,0,0,16,12,4.0625,32/87,1544/4916
S5563 WILLEY ACADEMY,15,ELIMU YA DINI YA KIISLAMU,15,15,0,0,15,14,3.8,32/88,187/1135
S5563 WILLEY ACADEMY,21,KISWAHILI,16,16,0,0,16,15,3.125,26/88,1994/4919
S5563 WILLEY ACADEMY,22,ENGLISH LANGUAGE,16,16,0,0,16,13,3.9375,43/88,2061/4919
S5563 WILLEY ACADEMY,25,ARABIC LANGUAGE,11,11,0,0,11,3,4.6364,43/80,172/308
S5563 WILLEY ACADEMY,31,PHYSICS,11,11,0,0,11,5,4.5455,37/84,2390/4680
S5563 WILLEY ACADEMY,32,CHEMISTRY,11,11,0,0,11,7,4.2727,68/86,3805/4883
S5563 WILLEY ACADEMY,33,BIOLOGY,16,16,0,0,16,15,3.75,37/87,1132/4916
S5563 WILLEY ACADEMY,41,BASIC MATHEMATICS,16,16,0,0,16,1,4.9375,49/88,3977/4919
S5560 MARIA STIEREN GIRLS',11,CIVICS,12,12,0,0,12,8,3.8333,40/161,1646/4919
S5560 MARIA STIEREN GIRLS',12,HISTORY,12,12,0,0,12,5,4.5833,136/161,3798/4896
S5560 MARIA STIEREN GIRLS',13,GEOGRAPHY,12,12,0,0,12,10,3.75,20/161,881/4916
S5560 MARIA STIEREN GIRLS',14,BIBLE KNOWLEDGE,11,11,0,0,11,7,4.0,10/11,293/386
S5560 MARIA STIEREN GIRLS',21,KISWAHILI,12,12,0,0,12,12,2.6667,19/161,647/4919
S5560 MARIA STIEREN GIRLS',22,ENGLISH LANGUAGE,12,12,0,0,12,11,3.5833,24/161,1140/4919
S5560 MARIA STIEREN GIRLS',31,PHYSICS,12,12,0,0,12,0,5.0,153/155,4425/4680
S5560 MARIA STIEREN GIRLS',32,CHEMISTRY,12,12,0,0,12,7,4.3333,121/161,3975/4883
S5560 MARIA STIEREN GIRLS',33,BIOLOGY,12,12,0,0,12,10,3.5833,18/161,919/4916
S5560 MARIA STIEREN GIRLS',41,BASIC MATHEMATICS,12,12,0,0,12,3,4.6667,37/161,1389/4919
S5555 KEMEBOS,11,CIVICS,70,70,0,0,70,70,1.1429,1/245,1/4919
S5555 KEMEBOS,12,HISTORY,70,70,0,0,70,70,1.0571,1/245,1/4896
S5555 KEMEBOS,13,GEOGRAPHY,70,70,0,0,70,70,1.5286,1/245,3/4916
S5555 KEMEBOS,21,KISWAHILI,70,70,0,0,70,70,1.2,2/245,4/4919
S5555 KEMEBOS,22,ENGLISH LANGUAGE,70,70,0,0,70,70,1.1,1/245,3/4919
S5555 KEMEBOS,31,PHYSICS,70,70,0,0,70,70,2.1714,1/243,2/4680
S5555 KEMEBOS,32,CHEMISTRY,70,70,0,0,70,70,1.6143,1/245,2/4883
S5555 KEMEBOS,33,BIOLOGY,70,70,0,0,70,70,1.2714,1/245,3/4916
S5555 KEMEBOS,41,BASIC MATHEMATICS,70,70,0,0,70,70,1.0857,1/245,1/4919
S5553 THEMI HILL,11,CIVICS,39,39,0,0,39,39,3.1795,14/176,521/4919
S5553 THEMI HILL,12,HISTORY,39,39,0,0,39,37,3.1538,8/176,261/4896
S5553 THEMI HILL,13,GEOGRAPHY,39,39,0,0,39,39,3.0513,9/176,222/4916
S5553 THEMI HILL,21,KISWAHILI,39,39,0,0,39,39,2.4615,8/176,355/4919
S5553 THEMI HILL,22,ENGLISH LANGUAGE,39,39,0,0,39,39,2.7179,11/176,366/4919
S5553 THEMI HILL,23,FRENCH LANGUAGE,18,18,0,0,18,17,3.5556,3/16,48/173
S5553 THEMI HILL,31,PHYSICS,35,35,0,0,35,22,4.2,57/167,1158/4680
S5553 THEMI HILL,32,CHEMISTRY,36,36,0,0,36,35,3.0556,14/176,357/4883
S5553 THEMI HILL,33,BIOLOGY,39,39,0,0,39,39,2.7179,8/176,243/4916
S5553 THEMI HILL,41,BASIC MATHEMATICS,39,39,0,0,39,29,3.5897,10/176,253/4919
S5552 DONNY BROOK,11,CIVICS,132,131,0,0,131,124,3.313,24/171,666/4919
S5552 DONNY BROOK,12,HISTORY,132,131,0,0,131,117,3.5954,27/171,604/4896
S5552 DONNY BROOK,13,GEOGRAPHY,132,131,0,0,131,122,3.4962,26/171,540/4916
S5552 DONNY BROOK,21,KISWAHILI,132,131,0,0,131,128,2.7405,27/171,775/4919
S5552 DONNY BROOK,22,ENGLISH LANGUAGE,132,131,0,0,131,127,3.3206,33/171,832/4919
S5552 DONNY BROOK,31,PHYSICS,132,131,0,0,131,65,4.3206,55/170,1513/4680
S5552 DONNY BROOK,32,CHEMISTRY,132,131,0,0,131,123,3.3893,30/171,910/4883
S5552 DONNY BROOK,33,BIOLOGY,132,131,0,0,131,128,3.1985,18/171,533/4916
S5552 DONNY BROOK,41,BASIC MATHEMATICS,132,131,0,0,131,66,4.3435,29/171,656/4919
S5551 JOYLAND,11,CIVICS,77,77,0,0,77,74,2.961,31/299,306/4919
S5551 JOYLAND,12,HISTORY,77,77,0,0,77,66,3.1429,33/298,255/4896
S5551 JOYLAND,13,GEOGRAPHY,77,77,0,0,77,70,3.2338,41/299,338/4916
S5551 JOYLAND,21,KISWAHILI,77,77,0,0,77,74,2.7143,56/299,717/4919
S5551 JOYLAND,22,ENGLISH LANGUAGE,77,77,0,0,77,76,2.6883,54/299,346/4919
S5551 JOYLAND,31,PHYSICS,35,35,0,0,35,30,3.6286,40/293,281/4680
S5551 JOYLAND,32,CHEMISTRY,47,47,0,0,47,41,3.5319,114/293,1306/4883
S5551 JOYLAND,33,BIOLOGY,77,77,0,0,77,72,3.0909,47/299,440/4916
S5551 JOYLAND,41,BASIC MATHEMATICS,77,77,0,0,77,37,4.039,54/299,440/4919
S5551 JOYLAND,61,COMMERCE,20,20,0,0,20,16,3.9,46/175,237/853
S5551 JOYLAND,62,BOOK-KEEPING,20,20,0,0,20,10,4.25,75/172,387/843
S5549 USHINDI,11,CIVICS,13,13,0,0,13,13,3.4615,32/210,852/4919
S5549 USHINDI,12,HISTORY,13,13,0,0,13,12,3.6154,27/209,631/4896
S5549 USHINDI,13,GEOGRAPHY,13,13,0,0,13,13,3.2308,13/210,335/4916
S5549 USHINDI,21,KISWAHILI,13,13,0,0,13,13,2.7692,46/210,850/4919
S5549 USHINDI,22,ENGLISH LANGUAGE,13,13,0,0,13,13,3.4615,44/210,978/4919
S5549 USHINDI,24,LITERATURE IN ENGLISH,13,13,0,0,13,12,3.6923,22/143,395/1533
S5549 USHINDI,31,PHYSICS,5,5,0,0,5,4,4.2,44/207,1185/4680
S5549 USHINDI,32,CHEMISTRY,5,5,0,0,5,5,2.8,6/208,165/4883
S5549 USHINDI,33,BIOLOGY,13,13,0,0,13,13,3.3077,25/210,647/4916
S5549 USHINDI,41,BASIC MATHEMATICS,13,13,0,0,13,4,4.5385,41/210,937/4919
S5547 MUJUMUZI,11,CIVICS,63,63,0,0,63,60,3.3175,9/110,672/4919
S5547 MUJUMUZI,12,HISTORY,63,63,0,0,63,47,3.7619,13/110,817/4896
S5547 MUJUMUZI,13,GEOGRAPHY,63,63,0,0,63,55,3.746,15/110,867/4916
S5547 MUJUMUZI,21,KISWAHILI,63,63,0,0,63,62,3.1587,33/110,2154/4919
S5547 MUJUMUZI,22,ENGLISH LANGUAGE,63,63,0,0,63,61,3.1746,9/110,684/4919
S5547 MUJUMUZI,31,PHYSICS,63,63,0,0,63,10,4.7778,101/110,3437/4680
