CNO,SEX,GPA,CLASS,ACCOUNTANCY,ADV/MATHS,AGRICULTURE,ARABIC,BAM,BIOLOGY,CHEMISTRY,COMMERCE,COMP/SCIENCE,DIVINITY,ECONOMICS,ENGLISH,F & HN NUTRITION,FRENCH,G/STUDIES,GEOGR,HISTORY,IS/KNOWLEDGE,KISWAHILI,PHYSICS
S0281/0537,F,3.7,DISTINCTION,,,,,F,,,,,,B,X,,,C,+,+,,X,
S0281/0538,F,3.0,MERIT,,,,,F,,,,,,B,X,,,C,B,B,,X,
S0281/0539,F,2.7,CREDIT,,,,,X,,,,,,X,C,,,C,B,B,,X,
S0281/0540,F,3.0,MERIT,,,,,X,,,,,,X,B,,,D,B,B,,X,
S0281/0541,F,3.0,MERIT,,,,,X,,,,,,X,X,,,C,B,B,,B,
S0281/0542,F,3.0,MERIT,,,,,X,,,,,,X,X,,,D,B,B,,B,
S0281/0543,F,3.3,MERIT,,,,,X,,,,,,X,B,,,C,B,+,,X,
S0281/0544,F,3.3,MERIT,,,,,X,,,,,,X,X,,,D,B,+,,B,
S0281/0545,F,3.0,MERIT,,,,,B,,,,,,B,X,,,D,B,B,,X,
S0281/0546,F,3.3,MERIT,,,,,X,,,,,,X,X,,,D,B,B,,+,
S0281/0547,F,3.0,MERIT,,,,,X,,,,,,X,B,,,C,B,B,,X,
S0281/0548,F,3.3,MERIT,,,,,X,,,,,,X,B,,,C,X,B,,+,
S0281/0549,F,3.0,MERIT,,,,,X,,,,,,X,B,,,C,B,B,,X,
S0281/0550,F,3.0,MERIT,,,,,X,,,,,,X,B,,,D,B,B,,X,
S0281/0551,F,3.0,MERIT,,,,,X,,,,,,X,B,,,D,B,B,,X,
S0281/0552,F,3.7,DISTINCTION,,,,,X,,,,,,X,X,,,C,B,+,,+,
S0281/0553,F,3.0,MERIT,,,,,C,,,,,,B,X,,,C,B,B,,X,
S0281/0554,F,3.0,MERIT,,,,,E,,,,,,B,X,,,C,B,B,,X,
S0281/0555,F,3.0,MERIT,,,,,X,,,,,,X,X,,,D,B,B,,B,
S0281/0556,F,2.0,CREDIT,,,,,X,,,,,,X,C,,,C,C,C,,X,
S0281/0557,F,2.7,CREDIT,,,,,X,,,,,,X,B,,,D,C,B,,X,
S0281/0558,F,3.3,MERIT,,,,,D,,,,,,B,X,,,C,B,+,,X,
S0281/0559,F,2.7,CREDIT,,,,,D,,,,,,B,X,,,D,B,C,,X,
S0281/0560,F,3.0,MERIT,,,,,X,,,,,,X,X,,,C,B,B,,B,
S0281/0561,F,4.0,DISTINCTION,,,,,X,,,,,,X,X,,,B,+,+,,+,
S0281/0562,F,3.0,MERIT,,,,,C,,,,,,B,X,,,C,B,B,,X,
S0281/0563,F,3.7,DISTINCTION,,,,,X,,,,,,X,+,,,B,+,B,,X,
S0281/0564,F,3.7,DISTINCTION,,,,,X,,,,,,X,X,,,C,B,+,,+,
S0281/0565,F,3.3,MERIT,,,,,X,,,,,,X,B,,,D,X,B,,+,
S0281/0566,F,3.7,DISTINCTION,,,,,X,,,,,,X,B,,,C,X,+,,+,
S0281/0567,F,3.7,DISTINCTION,,,,,X,,,,,,X,+,,,C,X,+,,B,
S0281/0568,F,3.3,MERIT,,,,,X,,,,,,X,X,,,C,B,B,,+,
S0281/0569,F,3.3,MERIT,,,,,X,,,,,,X,+,,,B,B,B,,X,
S0281/0570,F,3.0,MERIT,,,,,X,,,,,,X,B,,,C,B,B,,X,
S0281/0571,F,3.7,DISTINCTION,,,,,C,,,,,,+,X,,,C,B,+,,X,
S0281/0572,F,2.3,CREDIT,,,,,X,,,,,,X,C,,,C,C,B,,X,
S0281/0573,F,2.7,CREDIT,,,,,X,,,,,,X,B,,,D,B,C,,X,
S0281/0574,F,3.0,MERIT,,,,,X,,,,,,X,B,,,C,B,B,,X,
S0281/0575,F,3.0,MERIT,,,,,D,,,,,,C,X,,,C,+,B,,X,
S0281/0576,F,3.3,MERIT,,,,,X,,,,,,X,B,,,D,X,B,,+,
S0281/0577,F,2.7,CREDIT,,,,,X,,,,,,X,B,,,D,C,B,,X,
S0281/0578,F,3.0,MERIT,,,,,X,,,,,,X,B,,,C,B,B,,X,
S0281/0579,F,3.3,MERIT,,,,,X,,,,,,X,X,,,C,B,B,,+,
S0281/0580,F,4.0,DISTINCTION,,,,,X,,,,,,X,+,,,C,X,+,,+,
S0281/0581,F,3.0,MERIT,,,,,X,,,,,,X,X,,,D,C,B,,+,
S0281/0582,F,2.3,CREDIT,,,,,E,,,,,,C,X,,,C,C,B,,X,
S0281/0583,F,3.0,MERIT,,,,,X,,,,,,X,X,,,D,C,B,,+,
S0281/0584,F,3.7,DISTINCTION,,,,,X,,,,,,X,X,,,D,+,B,,+,
S0281/0585,F,3.0,MERIT,,,,,C,,,,,,C,X,,,D,B,+,,X,
S0281/0586,F,2.7,CREDIT,,,,,D,,,,,,B,X,,,C,C,B,,X,
S0281/0587,F,3.0,MERIT,,,,,X,,,,,,X,B,,,D,X,B,,B,
S0281/0588,F,3.7,DISTINCTION,,,,,X,,,,,,X,+,,,C,X,B,,+,
S0281/0589,F,3.7,DISTINCTION,,,,,X,,,,,,X,X,,,B,B,+,,+,
S0281/0590,F,3.7,DISTINCTION,,,,,X,,,,,,X,B,,,C,X,+,,+,
S0281/0591,F,4.0,DISTINCTION,,,,,C,,,,,,+,X,,,C,+,+,,X,
S0281/0592,F,2.0,CREDIT,,,,,X,,,,,,X,C,,,C,C,C,,X,
S0281/0593,F,2.3,CREDIT,,,,,X,,,,,,X,B,,,D,C,C,,X,
S0281/0594,F,4.3,DISTINCTION,,,,,X,,,,,,X,+,,,C,X,+,,A,
S0281/0595,F,2.7,CREDIT,,,,,X,,,,,,X,B,,,C,C,B,,X,
S0281/0596,F,2.7,CREDIT,,,,,D,,,,,,C,X,,,C,B,B,,X,
S0281/0597,F,3.0,MERIT,,,,,X,,,,,,X,B,,,C,B,B,,X,
S0281/0598,F,3.7,DISTINCTION,,,,,X,,,,,,X,+,,,C,B,+,,X,
S0281/0599,F,3.7,DISTINCTION,,,,,X,,,,,,X,+,,,C,B,+,,X,
S0281/0600,F,3.3,MERIT,,,,,X,,,,,,X,+,,,C,B,B,,X,
S0281/0601,F,3.7,DISTINCTION,,,,,X,,,,,,X,B,,,C,X,+,,+,
S0281/0602,F,4.0,DISTINCTION,,,,,X,,,,,,X,+,,,C,+,+,,X,
S0281/0603,F,3.0,MERIT,,,,,X,,,,,,X,X,,,D,B,B,,B,
S0281/0604,F,3.7,DISTINCTION,,,,,X,,,,,,X,X,,,C,B,+,,+,
S0298/0501,F,3.3,MERIT,,B,,,X,X,+,,,,X,X,,,C,X,X,,,B
S0298/0502,F,3.7,DISTINCTION,,+,,,X,X,X,,,,+,X,,,B,B,X,,,X
S0298/0503,F,4.0,DISTINCTION,,X,,,B,X,X,,,,+,X,,,C,+,+,,,X
S0298/0504,F,3.0,MERIT,,B,,,X,X,B,,,,X,X,,,B,X,X,,,B
S0298/0505,F,3.3,MERIT,,B,,,X,X,+,,,,X,X,,,B,X,X,,,B
S0298/0506,F,3.3,MERIT,,X,,,X,X,X,,,,X,+,,,C,B,B,,,X
S0298/0507,F,4.0,DISTINCTION,,+,,,X,X,+,,,,X,X,,,C,X,X,,,+
S0298/0508,F,4.0,DISTINCTION,,X,,,+,+,+,,,,X,X,,,B,X,X,,,+
S0298/0509,F,4.0,DISTINCTION,,X,,,B,X,X,,,,+,X,,,C,+,+,,,X
S0298/0510,F,3.3,MERIT,,B,,,X,X,X,,,,B,X,,,B,+,X,,,X
S0298/0511,F,4.0,DISTINCTION,,X,,,B,A,+,,,,X,X,,,B,X,X,,,B
S0298/0512,F,4.3,DISTINCTION,,X,,,+,A,+,,,,X,X,,,B,X,X,,,+
S0298/0513,F,3.3,MERIT,,B,,,X,X,+,,,,X,X,,,B,X,X,,,B
S0298/0514,F,4.3,DISTINCTION,,A,,,X,X,+,,,,X,X,,,B,X,X,,,+
S0298/0515,F,4.3,DISTINCTION,,A,,,X,X,+,,,,X,X,,,B,X,X,,,+
S0298/0516,F,3.7,DISTINCTION,,B,,,X,X,X,,,,+,X,,,C,+,X,,,X
S0298/0517,F,4.3,DISTINCTION,,X,,,+,A,+,,,,X,X,,,C,X,X,,,+
S0298/0518,F,4.7,DISTINCTION,,A,,,X,X,A,,,,X,X,,,B,X,X,,,+
S0298/0519,F,3.3,MERIT,,X,,,C,X,X,,,,B,X,,,C,+,B,,,X
S0298/0520,F,4.7,DISTINCTION,,A,,,X,X,X,,,,A,X,,,B,+,X,,,X
S0298/0521,F,2.7,CREDIT,,B,,,X,X,B,,,,X,X,,,C,X,X,,,C
S0298/0522,F,4.3,DISTINCTION,,X,,,+,+,A,,,,X,X,,,C,X,X,,,+
S0298/0523,F,4.0,DISTINCTION,,X,,,+,+,+,,,,X,X,,,+,X,X,,,+
S0298/0524,F,3.7,DISTINCTION,,X,,,X,X,X,,,,X,+,,,C,B,+,,,X
S0298/0525,F,4.3,DISTINCTION,,+,,,X,X,A,,,,X,X,,,C,X,X,,,+
S0298/0526,F,5.0,DISTINCTION,,A,,,X,X,A,,,,X,X,,,B,X,X,,,A
S0298/0527,F,4.0,DISTINCTION,,X,,,X,X,X,,,,X,+,,,B,+,+,,,X
S0298/0528,F,4.7,DISTINCTION,,X,,,+,A,A,,,,X,X,,,B,X,X,,,+
S0298/0529,F,3.7,DISTINCTION,,X,,,B,+,+,,,,X,X,,,C,X,X,,,B
S0298/0530,F,4.0,DISTINCTION,,X,,,+,A,+,,,,X,X,,,C,X,X,,,B
S0298/0531,F,3.3,MERIT,,X,,,+,+,B,,,,X,X,,,C,X,X,,,B
S0298/0532,F,4.3,DISTINCTION,,A,,,X,X,+,,,,X,X,,,C,X,X,,,+
S0298/0533,F,3.3,MERIT,,X,,,B,+,B,,,,X,X,,,C,X,X,,,B
S0298/0534,F,3.3,MERIT,,B,,,X,X,+,,,,X,X,,,C,X,X,,,B
S0298/0535,F,4.3,DISTINCTION,,X,,,+,A,+,,,,X,X,,,C,X,X,,,+
S0298/0536,F,4.3,DISTINCTION,,X,,,X,X,X,,,,X,A,,,B,+,+,,,X
S0298/0537,F,4.0,DISTINCTION,,X,,,X,X,X,,,,X,+,,,B,+,+,,,X
S0298/0538,F,3.0,MERIT,,X,,,X,X,X,,,,X,B,,,C,B,B,,,X
S0298/0539,F,3.7,DISTINCTION,,B,,,X,X,X,,,,+,X,,,B,+,X,,,X
S0298/0540,F,4.0,DISTINCTION,,X,,,B,A,+,,,,X,X,,,B,X,X,,,B
S0298/0541,F,3.7,DISTINCTION,,B,,,X,X,X,,,,+,X,,,B,+,X,,,X
S0298/0542,F,3.0,MERIT,,C,,,X,X,X,,,,B,X,,,C,+,X,,,X
S0298/0543,F,4.3,DISTINCTION,,X,,,X,X,X,,,,X,A,,,B,+,+,,,X
S0298/0544,F,4.0,DISTINCTION,,X,,,X,X,X,,,,X,+,,,B,+,+,,,X
S0298/0545,F,3.7,DISTINCTION,,B,,,X,X,X,,,,+,X,,,C,+,X,,,X
S0298/0546,F,4.3,DISTINCTION,,X,,,+,A,+,,,,X,X,,,B,X,X,,,+
S0298/0547,F,4.3,DISTINCTION,,X,,,+,A,+,,,,X,X,,,B,X,X,,,+
S0298/0548,F,4.0,DISTINCTION,,X,,,B,X,X,,,,+,X,,,+,+,+,,,X
S0298/0549,F,3.7,DISTINCTION,,X,,,B,+,+,,,,X,X,,,B,X,X,,,B
S0298/0550,F,4.0,DISTINCTION,,X,,,+,+,+,,,,X,X,,,C,X,X,,,+
S0298/0551,F,4.0,DISTINCTION,,X,,,B,X,X,,,,+,X,,,B,+,+,,,X
S0298/0552,F,3.0,MERIT,,B,,,X,X,B,,,,X,X,,,C,X,X,,,B
S0298/0553,F,3.3,MERIT,,X,,,C,X,X,,,,B,X,,,D,+,B,,,X
S0298/0554,F,4.0,DISTINCTION,,+,,,X,X,X,,,,+,X,,,B,+,X,,,X
S0298/0555,F,4.3,DISTINCTION,,A,,,X,X,+,,,,X,X,,,B,X,X,,,+
S0298/0556,F,3.7,DISTINCTION,,X,,,X,X,X,,,,X,+,,,B,+,B,,,X
S0298/0557,F,4.3,DISTINCTION,,A,,,X,X,+,,,,X,X,,,C,X,X,,,+
S0298/0558,F,3.7,DISTINCTION,,X,,,B,+,+,,,,X,X,,,C,X,X,,,B
S0298/0559,F,4.0,DISTINCTION,,X,,,+,+,+,,,,X,X,,,B,X,X,,,+
S0298/0560,F,3.0,MERIT,,B,,,X,X,B,,,,X,X,,,C,X,X,,,B
S0298/0561,F,4.3,DISTINCTION,,X,,,+,A,+,,,,X,X,,,C,X,X,,,+
S0298/0562,F,4.0,DISTINCTION,,X,,,B,X,X,,,,+,X,,,C,+,+,,,X
S0298/0563,F,3.3,MERIT,,+,,,X,X,B,,,,X,X,,,C,X,X,,,B
S0298/0564,F,4.0,DISTINCTION,,+,,,X,X,X,,,,+,X,,,C,+,X,,,X
S0298/0565,F,3.3,MERIT,,B,,,X,X,X,,,,B,X,,,C,+,X,,,X
S0298/0566,F,4.0,DISTINCTION,,X,,,X,X,X,,,,X,+,,,B,+,+,,,X
S0298/0567,F,3.7,DISTINCTION,,X,,,B,+,+,,,,X,X,,,B,X,X,,,B
S0299/0501,F,3.3,MERIT,,,,,,,,,,,,B,,,C,+,B,,X,
S0299/0502,F,4.0,DISTINCTION,,,,,,,,,,,,X,,,C,+,+,,+,
S0299/0503,F,3.0,MERIT,,,,,,,,,,,,B,,,D,B,B,,X,
S0299/0504,F,3.7,DISTINCTION,,,,,,,,,,,,+,,,C,X,B,,+,
S0299/0505,F,3.3,MERIT,,,,,,,,,,,,B,,,D,+,B,,X,
S0299/0506,F,3.3,MERIT,,,,,,,,,,,,X,,,D,B,B,,+,
S0299/0507,F,2.7,CREDIT,,,,,,,,,,,,X,,,C,C,B,,B,
S0299/0508,F,3.0,MERIT,,,,,,,,,,,,X,,,C,B,B,,B,
S0299/0509,F,3.3,MERIT,,,,,,,,,,,,X,,,C,B,B,,+,
S0299/0510,F,4.0,DISTINCTION,,,,,,,,,,,,X,,,D,+,+,,+,
S0299/0511,F,2.3,CREDIT,,,,,,,,,,,,X,,,D,C,C,,B,
S0299/0512,F,3.3,MERIT,,,,,,,,,,,,X,,,C,B,B,,+,
S0299/0513,F,2.7,CREDIT,,,,,,,,,,,,C,,,D,X,B,,B,
S0299/0514,F,4.0,DISTINCTION,,,,,,,,,,,,X,,,C,+,+,,+,
S0299/0515,F,3.3,MERIT,,,,,,,,,,,,+,,,D,X,B,,B,
S0299/0516,F,4.0,DISTINCTION,,,,,,,,,,,,+,,,D,X,+,,+,
S0302/0501,F,2.3,CREDIT,X,C,,,X,,,X,,,C,,,,C,B,X,,,
S0302/0502,F,1.3,PASS,X,E,,,X,,,X,,,C,,,,E,C,X,,,
S0302/0503,F,1.0,PASS,X,F,,,X,,,X,,,D,,,,E,C,X,,,
S0302/0504,F,2.0,CREDIT,X,D,,,X,,,X,,,C,,,,D,B,X,,,
S0302/0505,F,2.3,CREDIT,X,C,,,X,,,X,,,C,,,,C,B,X,,,
S0302/0506,F,2.0,CREDIT,X,D,,,X,,,X,,,C,,,,E,B,X,,,
S0302/0507,F,2.3,CREDIT,X,C,,,X,,,X,,,C,,,,D,B,X,,,
S0302/0508,F,2.0,CREDIT,X,E,,,X,,,X,,,B,,,,D,B,X,,,
S0302/0509,F,2.0,CREDIT,X,E,,,X,,,X,,,B,,,,D,B,X,,,
S0302/0510,F,2.0,CREDIT,X,D,,,X,,,X,,,C,,,,D,B,X,,,
S0302/0511,F,2.0,CREDIT,X,D,,,X,,,X,,,C,,,,C,B,X,,,
S0302/0512,F,1.3,PASS,X,E,,,X,,,X,,,C,,,,E,C,X,,,
S0302/0513,F,3.0,MERIT,X,B,,,X,,,X,,,B,,,,C,B,X,,,
S0302/0514,F,3.0,MERIT,X,C,,,X,,,X,,,+,,,,C,B,X,,,
S0302/0515,F,1.7,CREDIT,X,E,,,X,,,X,,,B,,,,D,C,X,,,
S0302/0516,F,2.0,CREDIT,X,D,,,X,,,X,,,B,,,,C,C,X,,,
S0302/0517,F,2.0,CREDIT,X,E,,,X,,,X,,,B,,,,D,B,X,,,
S0302/0518,M,1.3,PASS,X,E,,,X,,,X,,,C,,,,E,C,X,,,
S0302/0519,M,3.0,MERIT,X,B,,,X,,,X,,,B,,,,D,B,X,,,
S0302/0520,M,2.3,CREDIT,X,B,,,X,,,X,,,C,,,,D,C,X,,,
S0302/0521,M,2.0,CREDIT,X,D,,,X,,,X,,,B,,,,D,C,X,,,
S0302/0522,M,2.0,CREDIT,X,C,,,X,,,X,,,C,,,,D,C,X,,,
S0302/0523,M,2.0,CREDIT,X,D,,,X,,,X,,,B,,,,D,C,X,,,
S0302/0525,M,2.0,CREDIT,X,C,,,X,,,X,,,C,,,,E,C,X,,,
S0302/0526,M,3.0,MERIT,X,B,,,X,,,X,,,B,,,,D,B,X,,,
S0302/0527,M,2.3,CREDIT,X,D,,,X,,,X,,,B,,,,E,B,X,,,
S0302/0528,M,2.3,CREDIT,X,D,,,X,,,X,,,B,,,,D,B,X,,,
S0302/0529,M,2.3,CREDIT,X,C,,,X,,,X,,,C,,,,D,B,X,,,
S0302/0530,M,1.7,CREDIT,X,D,,,X,,,X,,,C,,,,E,C,X,,,
S0302/0531,M,3.0,MERIT,X,B,,,X,,,X,,,B,,,,D,B,X,,,
S0302/0532,M,2.3,CREDIT,X,D,,,X,,,X,,,B,,,,D,B,X,,,
S0302/0533,M,1.7,CREDIT,X,D,,,X,,,X,,,C,,,,D,C,X,,,
S0302/0534,M,2.3,CREDIT,X,C,,,X,,,X,,,C,,,,D,B,X,,,
S0302/0535,M,2.0,CREDIT,X,C,,,X,,,X,,,C,,,,C,C,X,,,
S0302/0536,M,1.0,PASS,X,F,,,X,,,X,,,C,,,,E,D,X,,,
S0302/0537,M,3.0,MERIT,X,B,,,X,,,X,,,B,,,,E,B,X,,,
S0302/0538,M,0.7,PASS,X,E,,,X,,,X,,,D,,,,F,D,X,,,
S0302/0539,F,2.7,CREDIT,X,X,,,C,,,X,,,B,,,,C,C,B,,,
S0302/0540,F,2.3,CREDIT,X,X,,,D,,,X,,,C,,,,C,C,B,,,
S0302/0541,F,3.0,MERIT,X,X,,,D,,,X,,,B,,,,C,B,B,,,
S0302/0542,F,3.7,DISTINCTION,X,X,,,D,,,X,,,B,,,,C,+,+,,,
S0302/0543,F,2.0,CREDIT,X,X,,,F,,,X,,,D,,,,D,C,B,,,
S0302/0544,F,3.7,DISTINCTION,X,X,,,C,,,X,,,B,,,,C,+,+,,,
S0302/0545,F,2.7,CREDIT,X,X,,,F,,,X,,,B,,,,C,C,B,,,
S0302/0546,F,2.0,CREDIT,X,X,,,E,,,X,,,C,,,,D,C,C,,,
S0302/0547,F,3.0,MERIT,X,X,,,C,,,X,,,B,,,,C,B,B,,,
S0302/0548,F,2.0,CREDIT,X,X,,,E,,,X,,,C,,,,E,C,C,,,
S0302/0549,F,3.3,MERIT,X,X,,,D,,,X,,,+,,,,D,B,B,,,
S0302/0550,F,3.0,MERIT,X,X,,,D,,,X,,,B,,,,D,B,B,,,
S0302/0551,F,3.0,MERIT,X,X,,,F,,,X,,,B,,,,C,B,B,,,
S0302/0552,F,2.7,CREDIT,X,X,,,D,,,X,,,B,,,,D,C,B,,,
S0302/0553,F,2.7,CREDIT,X,X,,,D,,,X,,,B,,,,C,C,B,,,
S0302/0554,F,3.0,MERIT,X,X,,,D,,,X,,,B,,,,D,B,B,,,
S0302/0555,M,2.7,CREDIT,X,X,,,D,,,X,,,C,,,,E,B,B,,,
S0302/0556,M,3.0,MERIT,X,X,,,E,,,X,,,B,,,,D,B,B,,,
S0302/0557,M,1.7,CREDIT,X,X,,,E,,,X,,,C,,,,D,D,C,,,
S0302/0558,M,3.0,MERIT,X,X,,,D,,,X,,,B,,,,C,C,+,,,
S0302/0559,M,2.7,CREDIT,X,X,,,D,,,X,,,B,,,,D,C,B,,,
S0302/0560,M,3.3,MERIT,X,X,,,D,,,X,,,+,,,,C,B,B,,,
S0302/0561,M,2.3,CREDIT,X,X,,,F,,,X,,,B,,,,D,C,C,,,
S0302/0562,M,3.0,MERIT,X,X,,,C,,,X,,,B,,,,C,B,B,,,
S0302/0563,M,2.3,CREDIT,X,X,,,D,,,X,,,B,,,,D,C,C,,,
S0302/0564,F,3.0,MERIT,+,X,,,C,,,B,,,C,,,,D,X,X,,,
S0302/0565,F,2.0,CREDIT,C,X,,,F,,,C,,,C,,,,C,X,X,,,
S0302/0566,F,2.7,CREDIT,+,X,,,C,,,C,,,C,,,,E,X,X,,,
S0302/0567,F,1.7,CREDIT,C,X,,,F,,,C,,,D,,,,D,X,X,,,
S0302/0568,F,2.0,CREDIT,C,X,,,E,,,C,,,C,,,,D,X,X,,,
S0302/0569,F,2.0,CREDIT,C,X,,,E,,,C,,,C,,,,D,X,X,,,
S0302/0570,F,3.7,DISTINCTION,+,X,,,C,,,+,,,B,,,,C,X,X,,,
S0302/0571,F,4.0,DISTINCTION,+,X,,,B,,,+,,,+,,,,C,X,X,,,
S0302/0572,F,2.3,CREDIT,C,X,,,D,,,C,,,B,,,,E,X,X,,,
S0302/0573,F,3.3,MERIT,+,X,,,D,,,B,,,B,,,,D,X,X,,,
S0302/0574,F,2.7,CREDIT,B,X,,,F,,,C,,,B,,,,D,X,X,,,
S0302/0575,F,2.7,CREDIT,B,X,,,D,,,B,,,C,,,,E,X,X,,,
S0302/0576,F,3.0,MERIT,+,X,,,C,,,B,,,C,,,,E,X,X,,,
S0302/0577,F,2.0,CREDIT,B,X,,,F,,,C,,,D,,,,E,X,X,,,
S0302/0578,M,3.7,DISTINCTION,+,X,,,C,,,+,,,B,,,,C,X,X,,,
S0302/0579,M,3.3,MERIT,+,X,,,B,,,B,,,B,,,,D,X,X,,,
S0302/0580,M,4.0,DISTINCTION,+,X,,,B,,,+,,,+,,,,C,X,X,,,
S0302/0581,M,3.7,DISTINCTION,+,X,,,C,,,+,,,B,,,,D,X,X,,,
S0302/0582,M,2.7,CREDIT,B,X,,,C,,,B,,,C,,,,D,X,X,,,
S0303/0501,F,2.0,CREDIT,,X,,,X,X,X,,,,X,B,,,D,D,C,,X,X
S0303/0502,F,0.7,PASS,,X,,,E,D,D,,,,X,X,,,D,X,X,,X,E
S0303/0503,F,0.7,PASS,,X,,,F,D,D,,,,X,X,,,D,X,X,,X,E
S0303/0504,M,1.0,PASS,,F,,,X,X,X,,,,X,X,,,E,B,X,,X,E
S0303/0505,M,1.7,CREDIT,,F,,,X,X,X,,,,C,X,,,C,B,X,,X,X
S0303/0506,M,3.0,MERIT,,X,,,X,X,X,,,,X,X,,,D,B,B,,B,X
S0303/0507,M,1.0,PASS,,X,,,D,D,E,,,,X,X,,,D,C,X,,X,X
S0303/0508,M,2.0,CREDIT,,X,,,D,D,C,,,,X,X,,,C,B,X,,X,X
S0303/0509,M,1.3,PASS,,D,,,X,X,X,,,,X,X,,,D,C,X,,X,D
S0304/0501,F,2.7,CREDIT,,,,,E,B,+,,,,,,,,C,,,,,D
S0304/0502,F,1.0,PASS,,,,,D,C,D,,,,,,,,D,,,,,E
S0304/0503,F,3.3,MERIT,,,,,C,+,+,,,,,,,,D,,,,,C
S0304/0504,F,2.7,CREDIT,,,,,D,+,B,,,,,,,,C,,,,,D
S0304/0505,F,1.3,PASS,,,,,E,C,C,,,,,,,,D,,,,,E
S0304/0506,F,3.3,MERIT,,,,,C,+,+,,,,,,,,C,,,,,C
S0304/0507,F,2.7,CREDIT,,,,,D,B,B,,,,,,,,C,,,,,C
S0304/0508,F,3.7,DISTINCTION,,,,,C,+,+,,,,,,,,C,,,,,B
S0304/0509,F,3.3,MERIT,,,,,C,+,+,,,,,,,,C,,,,,C
S0304/0510,F,2.3,CREDIT,,,,,D,B,B,,,,,,,,C,,,,,D
S0304/0511,F,3.0,MERIT,,,,,C,+,B,,,,,,,,D,,,,,C
S0304/0512,F,2.0,CREDIT,,,,,C,B,C,,,,,,,,D,,,,,D
S0304/0513,F,2.3,CREDIT,,,,,D,+,C,,,,,,,,D,,,,,D
S0304/0514,F,1.7,CREDIT,,,,,E,B,C,,,,,,,,C,,,,,E
S0304/0515,F,1.0,PASS,,,,,F,C,D,,,,,,,,C,,,,,E
S0304/0516,F,3.0,MERIT,,,,,D,B,+,,,,,,,,D,,,,,C
S0304/0517,F,3.0,MERIT,,,,,C,+,B,,,,,,,,C,,,,,C
S0304/0518,F,2.7,CREDIT,,,,,C,B,B,,,,,,,,D,,,,,C
S0304/0519,F,4.0,DISTINCTION,,,,,B,A,+,,,,,,,,C,,,,,B
S0304/0520,F,3.0,MERIT,,,,,D,+,+,,,,,,,,D,,,,,D
S0304/0521,F,3.3,MERIT,,,,,C,B,+,,,,,,,,C,,,,,B
S0304/0522,F,3.3,MERIT,,,,,C,+,+,,,,,,,,C,,,,,C
S0304/0523,F,4.0,DISTINCTION,,,,,B,+,+,,,,,,,,D,,,,,+
S0304/0524,F,2.3,CREDIT,,,,,C,B,B,,,,,,,,D,,,,,D
S0304/0525,F,2.7,CREDIT,,,,,C,B,B,,,,,,,,D,,,,,C
S0304/0526,F,2.0,CREDIT,,,,,E,B,C,,,,,,,,C,,,,,D
S0304/0527,F,3.0,MERIT,,,,,C,B,+,,,,,,,,D,,,,,C
S0304/0528,F,-,ABS,,,,,X,X,X,,,,,,,,X,,,,,X
S0304/0529,F,3.7,DISTINCTION,,,,,B,+,+,,,,,,,,C,,,,,B
S0304/0530,F,3.7,DISTINCTION,,,,,B,+,+,,,,,,,,C,,,,,B
S0304/0531,F,3.0,MERIT,,,,,C,B,+,,,,,,,,D,,,,,C
S0304/0532,F,1.0,PASS,,,,,E,C,D,,,,,,,,E,,,,,E
S0304/0533,F,2.7,CREDIT,,,,,C,B,B,,,,,,,,C,,,,,C
S0304/0534,F,3.7,DISTINCTION,,,,,C,+,+,,,,,,,,C,,,,,B
S0304/0535,F,2.7,CREDIT,,,,,C,B,B,,,,,,,,C,,,,,C
S0304/0536,F,1.7,CREDIT,,,,,D,C,C,,,,,,,,C,,,,,D
S0304/0537,F,2.0,CREDIT,,,,,F,B,C,,,,,,,,C,,,,,D
S0304/0538,F,3.7,DISTINCTION,,,,,B,+,+,,,,,,,,B,,,,,B
S0304/0539,F,2.7,CREDIT,,,,,D,B,B,,,,,,,,B,,,,,C
S0304/0540,F,1.7,CREDIT,,,,,D,C,C,,,,,,,,D,,,,,D
S0304/0541,F,1.0,PASS,,,,,D,C,D,,,,,,,,D,,,,,E
S0306/0501,F,1.0,PASS,,D,,,X,X,D,,,,X,X,,,D,X,X,,X,D
S0306/0502,F,0.3,FAIL,,X,,,F,D,E,,,,X,X,,,E,X,X,,X,E
S0306/0503,F,3.0,MERIT,,X,,,X,X,X,,,,X,X,,,D,C,B,,+,X
S0306/0504,F,1.3,PASS,,C,,,X,X,D,,,,X,X,,,D,X,X,,X,D
S0306/0505,F,2.0,CREDIT,,X,,,C,B,C,,,,X,X,,,D,X,X,,X,D
S0306/0506,F,2.0,CREDIT,,X,,,C,C,C,,,,X,X,,,D,X,X,,X,C
S0306/0507,F,1.3,PASS,,C,,,X,X,D,,,,X,X,,,D,X,X,,X,D
S0306/0508,F,1.3,PASS,,X,,,D,C,D,,,,X,X,,,E,X,X,,X,D
S0306/0509,F,2.7,CREDIT,,X,,,B,B,B,,,,X,X,,,D,X,X,,X,C
S0306/0510,F,2.3,CREDIT,,B,,,X,X,C,,,,X,X,,,C,X,X,,X,C
S0306/0511,F,3.0,MERIT,,X,,,C,+,C,,,,X,X,,,C,B,X,,X,X
S0306/0512,F,1.3,PASS,,X,,,D,C,D,,,,X,X,,,D,X,X,,X,D
